epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,1.1037896881141815,0.5730385385244283,0.5557771753413785,0.4773801485482782,0.12495787604765027,0.5594637488755219,0.5491248965263367,0.001
2,1.0982482744508,0.5830298950999664,0.5604669522162298,0.5961689845184991,0.13391548440674356,0.5659549670537519,0.5371034145355225,0.001
3,1.0958098857757077,0.5936417970121559,0.5710253252099882,0.6046997389033942,0.1487566625725762,0.5731192702873795,0.5012869834899902,0.001
4,1.0931484845268677,0.5925767464330657,0.5712709077321568,0.5809264305177112,0.1317239273654815,0.5655830242887275,0.5327718257904053,0.001
5,1.09457811449905,0.5937627344745131,0.5688325190353577,0.5825842696629213,0.15963628204698885,0.5797902127474173,0.44948041439056396,0.001
6,1.0917519508116695,0.6123779732995712,0.5882170004726255,0.5849957853329587,0.16472064441865544,0.5823329429162363,0.496243417263031,0.001
7,1.0872318988823029,0.6229028963481051,0.5984519905145802,0.6153025859770728,0.1874974214895669,0.5928482550406093,0.44518741965293884,0.001
8,1.0850172150565918,0.6321843259922959,0.608356323341011,0.6109877913429522,0.20783872954269614,0.6037701092569858,0.5198535919189453,0.001
9,1.0825152693982105,0.6382891850192602,0.6182878010008231,0.6079955580233204,0.20213841654038367,0.6009304015315968,0.4732973277568817,0.001
10,1.0785763868127003,0.643657206527227,0.6273129772197139,0.6030208036477629,0.2117243886361973,0.6058761831047641,0.5058996677398682,0.001
11,1.0753536116645996,0.6538164339114412,0.6400249488355731,0.5920774115512549,0.23623953944053885,0.6173916720701418,0.5309019684791565,0.001
12,1.0701950367196018,0.6612476004726012,0.645965520517058,0.5906040268456376,0.24043667168062424,0.6192382509655775,0.5162597894668579,0.001
13,1.0639112546262013,0.6725580563892142,0.6639102494177768,0.6290050590219224,0.25361165498043714,0.6267658471324846,0.5127812623977661,0.001
14,1.0581771786433147,0.6758765483198823,0.6744574600254385,0.5784855378615534,0.2700903767249917,0.6310414269275029,0.616317629814148,0.001
15,1.0514787703632829,0.691674024363052,0.6914510100247462,0.62867112532713,0.2769236682584709,0.6383838526222445,0.4672665297985077,0.001
16,1.0462022068270718,0.7033729217978323,0.7053575405664088,0.622681666159927,0.29794776922490707,0.6478765624159044,0.49073487520217896,0.001
17,1.03904220485783,0.7075565570850452,0.7035788043303703,0.6200873362445415,0.31246638280718864,0.6540009636553292,0.5070790648460388,0.001
18,1.0363742655300232,0.7140839764109477,0.7137529515583885,0.6413628212791392,0.32075026419546504,0.6597460537545395,0.45954078435897827,0.001
19,1.0335769452244403,0.7142566526817041,0.7134542661167218,0.6291370244355088,0.3228129170197342,0.659504178829825,0.5935523509979248,0.001
20,1.0276970408527726,0.717243407546754,0.7171770801244468,0.6520611127125973,0.31669534485811873,0.6583361311801446,0.515694260597229,0.0007
21,1.0209542775010487,0.729926944161812,0.7306593796788483,0.6812705366922235,0.34385983669760883,0.6713570112332481,0.4729013442993164,0.0007
22,1.0176636810044208,0.7302671708771058,0.7319336207202033,0.6442040185471406,0.3502655104749598,0.6730994717836081,0.5377353429794312,0.0007
23,1.0152384230650093,0.730876503468903,0.7316955868021614,0.6443488943488943,0.3458362884941067,0.6712157306480838,0.5276046395301819,0.0007
24,1.0099307080828042,0.7370246116545911,0.737389904592846,0.6733124465964113,0.35098221683164793,0.6755137359328107,0.4816666543483734,0.0007
25,1.0084829871434284,0.7362297882264898,0.7371744509934012,0.6704448852366109,0.3421228448095687,0.671068683508423,0.462282657623291,0.0007
26,1.0048194525232277,0.7397159907837645,0.7465629088316055,0.6280828674778034,0.36860582879651765,0.6778591217921939,0.4852629005908966,0.0007
27,1.003803356225232,0.7429889910067379,0.7457630231622641,0.6500154178230034,0.3592538174027018,0.6776653014882836,0.5030412077903748,0.0007
28,1.001312152688283,0.747044961184681,0.7504847822415974,0.6556067588325653,0.36701017441429745,0.6816836288799302,0.5308416485786438,0.0007
29,1.0001174760870186,0.7420484018955306,0.7459005501329239,0.6433522369250158,0.3627612792011897,0.6781939023171297,0.6008138656616211,0.0007
30,0.9985557635385828,0.7508044343522622,0.756350549093553,0.6458266194005801,0.38443962673853227,0.6872044640820543,0.5167564749717712,0.0007
31,0.9976585556464981,0.7531331612764333,0.7567159897108134,0.673609044927105,0.37914826910740684,0.688969029757984,0.49984169006347656,0.0007
