epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,0.6855630361536151,0.6264662407616184,0.6050787892985423,0.6442755577347389,0.19350520793192033,0.5930157835400225,0.5083006620407104,0.001
2,0.6624070115639249,0.6639393085306275,0.6481996692158819,0.6579687899718598,0.2546831899198269,0.6252605536765627,0.4799163043498993,0.001
3,0.641067967974168,0.7065204183890769,0.7042603726158182,0.6459554513481829,0.3262961110872317,0.6623681573343354,0.49824273586273193,0.001
4,0.615612932986341,0.7443968432919955,0.7475599016130284,0.7085953878406709,0.3799383196341005,0.6884078667167731,0.525029182434082,0.001
5,0.5932121131695052,0.7691256419892272,0.7753573960166475,0.7022048562656992,0.4029378603353727,0.7014737567330578,0.5509355068206787,0.001
6,0.5765322180794438,0.7836176875861205,0.7927448720054544,0.7206005004170142,0.4375826454591896,0.718793686583991,0.46860232949256897,0.001
7,0.559073908191552,0.803488819992484,0.8143656639455874,0.730844793713163,0.46349816011565287,0.7317343104096204,0.5616729259490967,0.001
8,0.5467736233418314,0.8059999373669047,0.8198771088788481,0.7261146496815286,0.4724854897286945,0.7355937617437054,0.5837544202804565,0.001
9,0.5334761374394889,0.8143508079669297,0.8272936939605041,0.7372638809387522,0.48734175834215854,0.7433471126143054,0.4449416995048523,0.001
10,0.5234180124213634,0.8304540899411249,0.841687262447863,0.7615894039735099,0.5164818734321381,0.7581924088688463,0.4662973880767822,0.001
11,0.5140068139991988,0.8278789302267318,0.8412066791987896,0.7449184082450615,0.5024906121292002,0.7509041087310535,0.5698935985565186,0.001
12,0.5080420725032776,0.8359000375798571,0.84906172507009,0.7510180337405469,0.5234279288893181,0.7608095327571088,0.5305583477020264,0.001
13,0.5004910373427048,0.8362150820493548,0.8489823339414602,0.7394451145958987,0.5236818707395989,0.7588193661530753,0.42371636629104614,0.001
14,0.49314785187334476,0.8392872353751724,0.8499816575566344,0.7464998510574918,0.5291340848706759,0.7623734811474383,0.44119665026664734,0.001
15,0.4903328030057266,0.8444222096956031,0.856187976800211,0.7578078962875663,0.5439931993597009,0.7704127520982087,0.48824548721313477,0.001
16,0.48391318250129045,0.8474013528748591,0.8628182143057952,0.7575577949021932,0.5470308654055493,0.7715727170236752,0.5206910371780396,0.001
17,0.4782431222809475,0.8510951396718026,0.8649447005694456,0.765468473777254,0.5586287169666981,0.7776878992859827,0.47407203912734985,0.001
18,0.4754508531117297,0.8556883377176501,0.8681321657321777,0.7624441132637854,0.5596971330976939,0.7774874733809345,0.47616249322891235,0.001
