epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,1.1067429757260423,0.5855087373167982,0.5734955079923936,0.5688938175769337,0.12975666640549363,0.5648759864712514,0.5295664668083191,0.001
2,1.097841777573997,0.6042700112739572,0.5855695920792569,0.5769772023641992,0.15909699374747543,0.5795362019290993,0.4988688826560974,0.001
3,1.0909085989472407,0.6123985343855693,0.5983647848312383,0.6263846928499497,0.1720351258330815,0.5839997494676187,0.5010018348693848,0.001
4,1.085180375732437,0.6250256795690844,0.6127048065653685,0.5584218512898331,0.18952723329400745,0.5934924213954653,0.5570082068443298,0.001
5,1.07977346705632,0.637474946761869,0.631354869231912,0.624835914938304,0.20099431456041797,0.5997212827257923,0.47468680143356323,0.001
6,1.0754948788087364,0.6422502505323813,0.6426676977527599,0.6090080132633324,0.2080787171510894,0.604025429036703,0.501288652420044,0.001
7,1.0708398660182006,0.6510812038080922,0.6509551994584707,0.5901926444833625,0.21586468126292363,0.6074962420142803,0.5225034356117249,0.001
8,1.0657955784920907,0.6607584867844168,0.6579411758645527,0.6249319542732716,0.22879839818950162,0.6142665664537141,0.5134825706481934,0.001
9,1.0621887691926293,0.6592643742953777,0.6550453727424427,0.591632292280495,0.22651504819252946,0.6125980207941877,0.5033345222473145,0.001
10,1.0577033920506123,0.6747552611800076,0.6744708216208272,0.5905631659056316,0.25220555336092015,0.6242922460227984,0.5215790271759033,0.001
11,1.0535691995506968,0.6705818614555932,0.669470008633037,0.6293668122270742,0.239982920823495,0.6198831892772141,0.5221856832504272,0.001
12,1.0513472057005047,0.6815460979581611,0.6841460540106936,0.6056129985228951,0.25540391569777204,0.6268868219967431,0.5241411924362183,0.001
13,1.0481847007990357,0.6912415445321308,0.6926291164366251,0.6499180775532496,0.2825476385721162,0.6411530752849806,0.4630289673805237,0.001
14,1.043638718768095,0.6899600714017288,0.6923911988921396,0.6540184453227932,0.26621878845937347,0.6322081297757736,0.5082910656929016,0.001
15,1.0400952490613191,0.7008289490166604,0.7015473124191629,0.6668397818748377,0.28408687374387376,0.640488538143555,0.4683789908885956,0.001
