epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,1.1016397445386732,0.6175476011524489,0.6011020373062889,0.5880044843049327,0.17748435386261438,0.5887395089565326,0.5382210612297058,0.001
2,1.078604658839717,0.6594792058123513,0.6364304271578514,0.6433529097704218,0.2527400940612074,0.6258721658524364,0.48996028304100037,0.001
3,1.0589204040720732,0.6889349242139546,0.6676195647521012,0.6772622404511663,0.29884642162266173,0.64710227984467,0.44918927550315857,0.001
4,1.0375524562585425,0.7276611236377302,0.7208146945422729,0.6906166219839142,0.35478996005392466,0.676830765376425,0.5492302775382996,0.001
5,1.015317430553095,0.755488538143555,0.7569388490519459,0.6889952153110048,0.3818628535270639,0.690901916572717,0.5428871512413025,0.001
6,0.9958705456546002,0.7743340536139296,0.7818621551103546,0.7199567917904401,0.4201227593183681,0.7096238882625578,0.45652949810028076,0.001
7,0.9751853088498352,0.793699423775523,0.8012571654718288,0.7175398633257403,0.4455894048539738,0.7226042841037204,0.5317246317863464,0.001
8,0.9596061772902017,0.8074639859701866,0.8179877347824747,0.7415172413793103,0.47562296126477827,0.7377639984968057,0.4182453453540802,0.001
9,0.9447502529407827,0.8117339972441437,0.8235468835934808,0.7237470167064439,0.4870120122903824,0.7413976575222347,0.48527368903160095,0.001
10,0.9347844179534532,0.8251296505073281,0.836279485228856,0.7530795072788354,0.5065276784533318,0.7532616184391833,0.48817306756973267,0.001
11,0.9246848933028416,0.8239762620568708,0.8362862854303188,0.7272727272727273,0.49524990468474916,0.7453313290742829,0.5467580556869507,0.001
12,0.9203203364347605,0.8350842415132156,0.8481853323457041,0.7578147823546597,0.5390507143712513,0.7683950269322309,0.5081334114074707,0.001
13,0.9105143682146167,0.8382779030439684,0.8521242589836395,0.7611382581201495,0.5364091793023926,0.767721407991983,0.3949730396270752,0.001
14,0.9031789123893496,0.8477946887135162,0.8609182084677433,0.7548845470692718,0.5412330751410878,0.7687664411875235,0.47941455245018005,0.001
15,0.9004924633867935,0.8461754666165603,0.8588696736622594,0.7732300884955752,0.5410979013093886,0.7705204810221721,0.4150699973106384,0.001
16,0.8941033599864892,0.852698860077665,0.8660840446380484,0.7594339622641509,0.5474461213332851,0.7720957033696605,0.513288676738739,0.001
17,0.8871328793984521,0.8510046348490542,0.8655389282593376,0.7721483158788565,0.5500098963835826,0.7748866340974572,0.4765952229499817,0.001
18,0.8858614213186988,0.8545479456344733,0.8659914545739409,0.7735742518351214,0.5515758288766498,0.7757077539772015,0.49800363183021545,0.001
19,0.8806357617169678,0.8629894776399851,0.874528684842988,0.7810616929698708,0.5743942822087229,0.7867365025679569,0.384394109249115,0.001
