epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,0.6914013169157813,0.5838704121257672,0.5692820299728919,0.5241590214067279,0.13266490498868955,0.5652821620944507,0.5446330904960632,0.001
2,0.6817972142227128,0.5978098772391331,0.5794805347145542,0.6017791732077447,0.14863125106711128,0.5736721783790555,0.48344576358795166,0.001
3,0.6762212108428152,0.6059034824001002,0.5915965919413366,0.6265119723525056,0.15682343077068409,0.5757243517474633,0.5245873332023621,0.001
4,0.6728463190687343,0.6129569084304146,0.5991500657954592,0.5712640368557443,0.16756977018770697,0.5836164349242139,0.5409142971038818,0.001
5,0.6699453688284038,0.6230956407365652,0.6104067055010911,0.6023965141612201,0.1828540228487159,0.5913259426280847,0.4868246614933014,0.001
6,0.6664758242859281,0.6303703181761242,0.6220024795370778,0.6264308012486993,0.1974299246624118,0.5976913441062257,0.4949284791946411,0.001
7,0.6603233365130946,0.6438677502192158,0.6383329969897986,0.6119648737650933,0.2086093373056024,0.6042543530001252,0.4900031089782715,0.001
8,0.6561487482982886,0.6582891770011273,0.6497783006406259,0.5912992009470257,0.22960989779473018,0.6140276211950395,0.5223051309585571,0.001
9,0.6510813983960844,0.6623741074783915,0.6581028212697151,0.6303756124115406,0.24000392383560165,0.6198628335212326,0.464659720659256,0.001
10,0.6453404770219776,0.6765108668420392,0.6731122202365182,0.6548532134355991,0.27054213822529016,0.634475134661155,0.5002155303955078,0.001
11,0.6410979877409356,0.6794655831141176,0.6796742690497052,0.6519893899204244,0.26647158284944106,0.632538832519103,0.5175426602363586,0.001
12,0.6382831056596745,0.689667574846549,0.6916040832777839,0.640961162335848,0.2809605567117712,0.6404825879994989,0.49619928002357483,0.001
13,0.632836969187909,0.6997406989853439,0.6997292258630465,0.6598382749326146,0.2939927494200412,0.6466516347237881,0.49858933687210083,0.001
14,0.6290795825584745,0.7039518351496932,0.7022559758238418,0.638273381294964,0.2976354148999927,0.648529061756232,0.548100471496582,0.001
15,0.62587029476526,0.7083568207440811,0.7133531950037695,0.6740976645435244,0.31369947321822533,0.6560472253538769,0.47074568271636963,0.001
16,0.6223443482315564,0.7145294688713517,0.718666730360684,0.6642738818332413,0.3194571863152541,0.6597021796317174,0.46825987100601196,0.001
17,0.6178813119294866,0.7177915570587499,0.7220901967048061,0.6743810548977395,0.3232141530732126,0.6611897156457472,0.4701240658760071,0.001
18,0.6134077175474072,0.723301233871978,0.723877851726368,0.6606180890275021,0.3306016847105688,0.6652120130276838,0.4832031726837158,0.001
19,0.612636162793897,0.7266516347237881,0.731239825912518,0.6810250817884406,0.34530569643041636,0.6724799574094952,0.42521536350250244,0.001
20,0.6096162714256681,0.7376637855442816,0.7402101558938765,0.6844566712517194,0.35808540651626486,0.6789828385318802,0.49491217732429504,0.0007
21,0.6028713812647947,0.7341527308029562,0.7378296098835346,0.6683459277917716,0.3369536981349557,0.6684761367906802,0.49274805188179016,0.0007
22,0.6009556930178913,0.7454465739696856,0.7455984059138239,0.6875519822567231,0.3692855609588193,0.6846361017161469,0.5093997716903687,0.0007
23,0.597456156792745,0.747973349617938,0.7504012907995766,0.6864169927333706,0.3721832719682002,0.6860942001753727,0.5168493986129761,0.0007
24,0.5949155156228462,0.750354503319554,0.752546784034714,0.674302496328928,0.3821449090009041,0.6900839283477389,0.5262097120285034,0.0007
25,0.5930785585350355,0.7529631717399474,0.7575875073671905,0.6956762749445676,0.38551372635078873,0.6927486533884504,0.4557545781135559,0.0007
26,0.5895133057005599,0.7617125454089941,0.7640976648633058,0.7157615894039735,0.4010229620102029,0.6994040460979581,0.45897454023361206,0.0007
27,0.5890304404153501,0.7565482901164976,0.7612836073077154,0.7005187005187005,0.38617221266133533,0.6929165100839283,0.524000346660614,0.0007
28,0.5865610292251731,0.7607941876487536,0.7663974665928942,0.6781166716020136,0.3953224125361875,0.6962968182387573,0.5653873682022095,0.0007
29,0.5851830697320327,0.7629603532506576,0.7672561993696125,0.7030905077262694,0.39781871278242503,0.6988719779531505,0.47248193621635437,0.0007
30,0.5828780309698928,0.7627527245396467,0.7687633237919822,0.6814988290398126,0.3936713928636123,0.6959376174370537,0.5055480003356934,0.0007
31,0.5810312259031337,0.7614743830640109,0.7642760812100571,0.6948143950127514,0.3977701355443122,0.6987855442815984,0.46509212255477905,0.0007
32,0.5796110109235373,0.7661505699611675,0.7680706375796605,0.7122769064359114,0.40492944273105486,0.7020791055993987,0.47496092319488525,0.0007
33,0.5768743781872819,0.7680436552674434,0.7701566486601246,0.7140880154995848,0.42188618075671086,0.7109263434798948,0.5322895646095276,0.0007
34,0.5744977130686075,0.7745449705624453,0.7803597284244967,0.7192307692307692,0.4280756534832398,0.71394932982588,0.490402489900589,0.0007
35,0.5732942224733872,0.7728300764123763,0.7781495448666348,0.6896346896346897,0.4193174637473838,0.7080693348365277,0.5398908257484436,0.0007
36,0.5710683532547998,0.7740025679569084,0.777401705107047,0.6910809214412286,0.4181441974360834,0.7077508455467869,0.5221267342567444,0.0007
37,0.569372297103552,0.7780766942252286,0.7816241033233721,0.7047289504036909,0.4284193010014152,0.7137398221220093,0.46761587262153625,0.0007
38,0.5687506389072827,0.7794723161718653,0.7808507628817654,0.7112359550561798,0.42490385140141745,0.7124332957534761,0.5664353966712952,0.0007
39,0.5672812746248946,0.7838350244269072,0.7861066989794542,0.715694561848408,0.43563126100975486,0.7177721407991984,0.4680686891078949,0.0007
40,0.565652269729326,0.7814036076662909,0.7839115429724268,0.7196209587513935,0.4370528899035802,0.7185321934109984,0.49122926592826843,0.00049
41,0.5592647650488328,0.7865883752975072,0.7893706742953712,0.7085383502170767,0.438231857323749,0.718523111612176,0.5640031099319458,0.00049
42,0.5584205964924563,0.7849855943880746,0.7862868867284711,0.7384855581576893,0.44112427477169763,0.718292934986847,0.4448520541191101,0.00049
43,0.5565776545295185,0.7879083677815357,0.7915798758321793,0.7161969826359237,0.44277445527555054,0.7212031817612427,0.426219642162323,0.00049
44,0.55325668191104,0.7876662908680947,0.7894773911349873,0.7296559257236482,0.44609842063397637,0.7228585744707503,0.4904903769493103,0.00049
45,0.5560360457859267,0.7879337341851433,0.7926791598618528,0.7128427128427128,0.4447469636378386,0.7218605160967055,0.5217500925064087,0.00049
46,0.5531008411235885,0.7895377677564824,0.7932173494515089,0.7220982142857143,0.4426658484203068,0.7213384692471503,0.47051170468330383,0.00049
47,0.5515601719113041,0.7924937366904673,0.7951601139513933,0.7314410480349345,0.4494723364062931,0.7245333834398096,0.47132280468940735,0.00049
48,0.5496798676122017,0.7955547726418639,0.7973664821632276,0.7235726399095535,0.4530958735397479,0.7264687460854315,0.46171388030052185,0.00049
49,0.5490745537086699,0.7942603031441815,0.7954818413736062,0.72264631043257,0.451427481768727,0.7256313416009019,0.5225026607513428,0.00049
50,0.5482410485772916,0.7936236377301766,0.7966109030653663,0.7298499166203446,0.4560475557120739,0.7280254916697984,0.5062105059623718,0.00049
51,0.5469311754224788,0.7945816109232118,0.7977768496495398,0.7202043132803633,0.44878458741976196,0.7242587373167981,0.38227760791778564,0.00049
52,0.5450274117779779,0.7953842540398346,0.8000661441726207,0.7310117905127502,0.4510572456062606,0.7254074282851058,0.4592120349407196,0.00049
53,0.5461083882845656,0.7988569460102718,0.8050162210365805,0.7381600435492651,0.4618733316283822,0.7306689214580984,0.4204675257205963,0.00049
54,0.5436810820287549,0.7994444444444445,0.8050439011724568,0.7380174291938998,0.46185654861437553,0.7306729926092947,0.4395084083080292,0.00049
55,0.5431277992474156,0.7987266691719904,0.8031564389901535,0.7359565807327001,0.4558110608178581,0.7275685832393837,0.45400121808052063,0.00049
56,0.5432866245330447,0.7990210447200301,0.8020051353633102,0.7254004576659039,0.4637712176614768,0.7315908806213203,0.5179725289344788,0.00049
57,0.5418563103581043,0.7964984968057122,0.8012261145173527,0.7367844426184607,0.4622754469113991,0.7309955530502317,0.4609741270542145,0.00049
58,0.5410203725751305,0.7972112614305398,0.8015413251791825,0.7264018033248802,0.45690132270903755,0.7284050482274834,0.43402010202407837,0.00049
