epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,0.8900458945961531,0.9044317025790617,0.9217163133466506,0.8252262443438914,0.6538740899097375,0.8268285319177635,0.45580777525901794,0.001
2,0.8142562299193499,0.9176330216709758,0.9323241063287828,0.8389163996504515,0.6935546950116996,0.8454891947664928,0.5016694664955139,0.001
3,0.7948183569603575,0.9218535107081673,0.9345986980257918,0.8467764443204019,0.6919511018387091,0.8460093498707255,0.5009518265724182,0.001
4,0.7830403843325769,0.9220596188197505,0.9352335003067513,0.8425531914893617,0.6894837047838264,0.8445580840391643,0.4851590692996979,0.001
5,0.7737862595065149,0.9255130327138325,0.9372983840303487,0.8446991404011461,0.6976920333296789,0.848348078152162,0.46346813440322876,0.001
6,0.7676496172617534,0.9303921852880408,0.9408006801420727,0.854108440469536,0.707157584959605,0.853608877397819,0.4531327486038208,0.001
7,0.7617349646048631,0.9275744289796829,0.9381901327965524,0.8497061293031066,0.6987911956010292,0.8494181700373011,0.4605162739753723,0.001
8,0.7546074276198884,0.9313467746916887,0.9416598955306976,0.8523489932885906,0.7038104049915721,0.8519325944536118,0.45583853125572205,0.001
9,0.7499089175593592,0.9311286908794324,0.9413945411319896,0.8490727532097004,0.7045765697884662,0.8519371641288687,0.5067344903945923,0.001
10,0.7432355203790341,0.9349117516920404,0.9446743395552673,0.8486803519061583,0.715464009407997,0.8559682480054156,0.6129534244537354,0.001
11,0.7408202259602423,0.9355244033264715,0.9451572562615721,0.8532482598607889,0.7194128486830965,0.858622756604599,0.5377779603004456,0.001
12,0.7352074363274489,0.9344705416672444,0.9440755547924538,0.8447717231222386,0.7100094851128488,0.8529406017852619,0.5827025175094604,0.001
13,0.730216398686468,0.9356164271316433,0.9448717571019709,0.8603227601558152,0.7182478018465149,0.8591589843597349,0.4441886842250824,0.001
14,0.7270227394656031,0.9317066760119153,0.9427613396534626,0.8605042016806723,0.7207216215487994,0.8603782997782605,0.46928468346595764,0.001
15,0.722021002255514,0.9341683128002591,0.9437488175125566,0.8482558139534884,0.7107276955630034,0.8541633838539822,0.5899123549461365,0.001
16,0.7209755774743543,0.9336965332237455,0.943030362060169,0.8549747048903878,0.7107784807949553,0.855373559921994,0.5178325176239014,0.001
17,0.7147544742582325,0.9339404593374538,0.9433536182516263,0.8585774058577406,0.7155111681002119,0.8577915484328851,0.5112515091896057,0.001
18,0.7113524324403789,0.9336331880701852,0.9429548662413199,0.8586956521739131,0.7245001832241157,0.8617985233330769,0.6049847602844238,0.001
19,0.7099557289344346,0.9353413011661812,0.9450514914813651,0.8580405598400457,0.7226707938802689,0.8609362728846186,0.521966814994812,0.001
20,0.7051293496600168,0.9343072939580699,0.9441491339330265,0.8532863849765259,0.7245905055491416,0.8604678023832905,0.6196790933609009,0.0007
21,0.691148602795934,0.9326401503643763,0.9423528914172691,0.8572225320691579,0.7126955422906823,0.8563839308787768,0.4775122106075287,0.0007
22,0.6868733818421583,0.9338282659311486,0.9440805056221157,0.8574706051046745,0.7230856429804388,0.8609925271627801,0.5641900897026062,0.0007
