epoch,loss,auroc,average_precision,f1,threshold,learning_rate
1,0.6814036820225136,0.6296211048969627,0.5949837595092619,0.6471826625386997,0.5242952108383179,0.001
2,0.6661985285743743,0.6385687441549861,0.6084558683100694,0.6532069432475687,0.5285341143608093,0.001
3,0.6587623725394289,0.6548073595565869,0.623057934322268,0.6465163934426229,0.570429801940918,0.001
4,0.6525295921666417,0.6689539713399453,0.6349147174614308,0.6481820559769814,0.5351393818855286,0.001
5,0.6454051702084418,0.680718786855868,0.6472366816057014,0.6745737583395107,0.5111934542655945,0.001
6,0.6375647024242226,0.7005081618150979,0.6722315869346942,0.6480633069554352,0.48601531982421875,0.001
7,0.6268526715432813,0.7141129375537315,0.6915074018762285,0.6831114591490473,0.4954402446746826,0.001
8,0.6166422522948412,0.7346966263065546,0.7137518677822599,0.6896915370419193,0.5150967836380005,0.001
9,0.6047379901547156,0.7488148471763321,0.7285004030170884,0.6857063248815826,0.5107123255729675,0.001
10,0.5895758726282748,0.7573994065311895,0.7387149972394864,0.6919784619632748,0.5619732141494751,0.001
11,0.5805047939637464,0.7768070638804243,0.7652046688282538,0.7163370360335952,0.5045521259307861,0.001
12,0.5702059862618437,0.7794233319765715,0.7684874873023302,0.7158952083616126,0.5544238686561584,0.001
13,0.5610528967218723,0.7931117404759344,0.7829761019412131,0.7163883385225022,0.5753716826438904,0.001
14,0.55519088347277,0.7877680493160041,0.7731912219850705,0.730521613454211,0.562504231929779,0.001
15,0.5496400816592866,0.8007744441027531,0.7867477287942893,0.7381974248927039,0.5340970754623413,0.001
16,0.5431446248661734,0.8101940280048919,0.7992323183118413,0.7484418512133669,0.39351677894592285,0.001
17,0.5362521213685681,0.8104957061408559,0.8014497893831966,0.7319209039548022,0.585590124130249,0.001
18,0.5325256612843382,0.8103186874126458,0.7993002124261703,0.7464114832535885,0.500495433807373,0.001
19,0.5266081548022653,0.8227160003607502,0.8156318731668991,0.7568659127625202,0.48106127977371216,0.001
20,0.5227169629461513,0.8191221213627451,0.8108477800454063,0.7532123460060935,0.44866788387298584,0.0007
21,0.5112117321905262,0.8275055356358483,0.8188949925233813,0.7556339940266087,0.47295820713043213,0.0007
22,0.506404856186427,0.8306329586364527,0.8237633775697777,0.7650244353453969,0.46309733390808105,0.0007
23,0.5009428278176846,0.8368459092839631,0.8295950537609273,0.7612849626142343,0.49295294284820557,0.0007
24,0.498884687880556,0.8377355044050536,0.8307076938093534,0.7617056856187291,0.4863572418689728,0.0007
25,0.4944653824536862,0.8374761164894584,0.831762222610392,0.7624384909786769,0.3873644769191742,0.0007
26,0.4909468225376335,0.8402495810069763,0.8337126898306395,0.7736275422039081,0.4059238135814667,0.0007
27,0.4883944406480846,0.8407686727315027,0.831314938536416,0.7664587664587664,0.49959996342658997,0.0007
28,0.4862680444698372,0.8446373789319046,0.836696636384245,0.7725368293012569,0.433513343334198,0.0007
29,0.4848951114389949,0.843934516259109,0.838138764382696,0.7764423076923077,0.41996458172798157,0.0007
30,0.4808457242157645,0.8455355821464037,0.8388232766838108,0.7773322641005079,0.4206644594669342,0.0007
31,0.4770297585966106,0.8457818999752181,0.8408501763355254,0.7754231640677063,0.405738890171051,0.0007
32,0.47466747209935367,0.8551461235702077,0.8498357102452571,0.7864987945352263,0.4179595112800598,0.0007
33,0.47101001034001866,0.8517009908468326,0.8460197628850756,0.7813044060533012,0.5697160363197327,0.0007
34,0.4707057431429446,0.8548845638879267,0.848489757380852,0.779702632655845,0.45034998655319214,0.0007
35,0.46881210964596914,0.8542517505624087,0.8475654536392666,0.7832730197024528,0.49529409408569336,0.0007
36,0.4664875701397003,0.8572981469223065,0.8517006830307547,0.777062937062937,0.44979536533355713,0.0007
37,0.46479970365465284,0.8521140213837675,0.8444463783530881,0.7653971400254849,0.6171251535415649,0.0007
38,0.461728206354225,0.8582319276237824,0.8520955266719669,0.7838096540407493,0.5413849353790283,0.0007
39,0.46053265091663825,0.8597841090173175,0.8550604006872153,0.7791549295774648,0.4627641439437866,0.0007
40,0.4602074533284543,0.8595859649222563,0.8552680176986868,0.7776365946632783,0.4403700828552246,0.00049
41,0.450094751076784,0.8660570793986844,0.8618911987740495,0.780849244799088,0.46348142623901367,0.00049
42,0.44816653766555936,0.8646386393463155,0.8583657920830868,0.7755399883245767,0.4803139865398407,0.00049
43,0.44610376450829875,0.8644323609978503,0.859402978741034,0.7819799777530589,0.5805647373199463,0.00049
44,0.4448881065417193,0.8684821135664974,0.8646370202020279,0.7880067567567568,0.4572463035583496,0.00049
45,0.44476352855117024,0.8680117483890625,0.8631718261264771,0.7913331493237649,0.4978564381599426,0.00049
46,0.44213626419236796,0.8683105834850016,0.8640555143887998,0.7936507936507936,0.4684131145477295,0.00049
47,0.4422657488586898,0.8679768816620916,0.8626141749436793,0.7937818131792543,0.4388979375362396,0.00049
48,0.44098239500603514,0.8709771575949208,0.8662255681499227,0.7965895249695494,0.5327348709106445,0.00049
49,0.43849794313817203,0.8690259634312398,0.8650688262385179,0.7962641761174116,0.44235435128211975,0.00049
50,0.4383178127858929,0.8716488258007777,0.8679180257893101,0.7869552833950442,0.5081978440284729,0.00049
51,0.4368720608438085,0.873244955854696,0.8683468277995479,0.7927775426717449,0.5075024962425232,0.00049
52,0.43619449957164225,0.8725220339550588,0.8662793026453433,0.7998924152770307,0.5174462795257568,0.00049
53,0.4348656221659122,0.8749536623962625,0.872550298800937,0.7825704225352113,0.4545360505580902,0.00049
54,0.43318829172385664,0.8704213827567412,0.8668336259975686,0.7915233246181368,0.5674571990966797,0.00049
55,0.4326148740426747,0.8739045806271146,0.8700300029763769,0.796600724435776,0.37899428606033325,0.00049
56,0.43147717294340837,0.8733083714419155,0.8680632313175911,0.7951340890240531,0.46662962436676025,0.00049
57,0.43042280972598795,0.8747599802945736,0.8702516806483565,0.7929589270746018,0.5228191614151001,0.00049
58,0.43049528397723824,0.8733407899955317,0.8703045329857114,0.7900886949176404,0.5509074330329895,0.00049
59,0.429667380577076,0.8774688051381946,0.8738070409087174,0.7963913948646774,0.5608071088790894,0.00049
60,0.4262331264937471,0.8760299109923142,0.8714936927502983,0.7935792734441003,0.4722532629966736,0.000343
61,0.4195466569202865,0.8777257448804352,0.8741505480627534,0.7992721164613662,0.42575863003730774,0.000343
62,0.4202592732782611,0.8788462975168732,0.8751903487682693,0.7989328840213423,0.5507668256759644,0.000343
63,0.4168784751625594,0.881425329686029,0.8771618555245012,0.8013486934532172,0.568366289138794,0.000343
64,0.41770270793975706,0.8808770968012483,0.8758979991856751,0.7956713655133134,0.565170168876648,0.000343
65,0.41876554614055655,0.8817676396023472,0.8776319873286831,0.8023450586264657,0.5115864872932434,0.000343
66,0.41520499558505897,0.8796872450642061,0.8754216499912061,0.7980714690867838,0.46895289421081543,0.000343
67,0.4146051426490624,0.8770207499276209,0.8731615474940148,0.7953971372438956,0.4648891091346741,0.000343
68,0.4141226003983777,0.8817993868826242,0.8777230613641763,0.803763807445793,0.40271568298339844,0.000343
69,0.41309555550059396,0.8821456454656433,0.8792557808059942,0.8000553863195791,0.4521643817424774,0.000343
70,0.4139843907303915,0.881328903245188,0.8776602218300469,0.804582026455748,0.4673383831977844,0.000343
71,0.41264747805938035,0.8826634736168256,0.8786862529975717,0.8021300448430493,0.5173420906066895,0.000343
72,0.4126614031201589,0.8793686271480945,0.8764579518212523,0.7953067571388182,0.5849391222000122,0.000343
73,0.4116143662772493,0.8838487449004945,0.8802207992117044,0.7966247139588101,0.5070002675056458,0.000343
74,0.410388267682698,0.8819739179508126,0.8785179199801667,0.7991477272727273,0.49582773447036743,0.000343
75,0.4114139066960759,0.8854531276678179,0.8814825706919895,0.8057874234835838,0.5021698474884033,0.000343
76,0.40836110645663476,0.8821501864323497,0.8781804851215942,0.7990602542841349,0.5296146273612976,0.000343
77,0.4089497735281428,0.8848060991421759,0.8812768095207398,0.796675741510245,0.6144145727157593,0.000343
78,0.40628165672877115,0.8830789523271152,0.879702141010727,0.8063689110781271,0.4220375716686249,0.000343
79,0.40830160466258875,0.8839837103283379,0.8802094292250491,0.8087062322563201,0.4861999452114105,0.000343
80,0.4061581838035774,0.8828889424854582,0.8791114548569523,0.800616937745373,0.5250431299209595,0.00024009999999999998
81,0.4040171514728112,0.8882427422321434,0.884950338268985,0.8073827366083819,0.480271577835083,0.00024009999999999998
82,0.40148448819171884,0.8872135617431689,0.8843566966608691,0.810818120351589,0.41896912455558777,0.00024009999999999998
83,0.3988508507163225,0.8858329894044636,0.8820395682346657,0.8043264503441495,0.5285738706588745,0.00024009999999999998
84,0.40002365597707784,0.8875998992932044,0.8843391196181729,0.8085340674466621,0.45020630955696106,0.00024009999999999998
85,0.3993138612625366,0.8883544105264505,0.8859940937641341,0.811848601206802,0.4395577907562256,0.00024009999999999998
86,0.39709728634999897,0.8887582406699719,0.8850468071632871,0.8109506946336148,0.4940941631793976,0.00024009999999999998
87,0.39804518972328323,0.8860682114798482,0.882819922593261,0.7984573632338238,0.5770789384841919,0.00024009999999999998
88,0.3982217208354059,0.8877328114143634,0.8850264566399397,0.8055242390078917,0.4578305780887604,0.00024009999999999998
89,0.3986217339119749,0.8867451314124176,0.8831340381948147,0.8041701887855734,0.5310338735580444,0.00024009999999999998
90,0.39679219004160865,0.8874933642656087,0.8843880406971567,0.8024463092021049,0.5586549043655396,0.00024009999999999998
91,0.3970453552381245,0.888105012737609,0.8847686541321258,0.8074136008918618,0.5829380750656128,0.00024009999999999998
92,0.39668208455849074,0.8879971746500019,0.8845949971404512,0.8005140654005426,0.5814412236213684,0.00024009999999999998
93,0.3948611297055395,0.8873085271773303,0.88398789187717,0.80135154160214,0.5077897906303406,0.00024009999999999998
94,0.3944582839212018,0.8882023473717912,0.8859286986995376,0.8052423900789177,0.4865374267101288,0.00024009999999999998
95,0.3950911476583538,0.8899893559740405,0.8871999584713721,0.8108858650374896,0.47575390338897705,0.00024009999999999998
96,0.39405154462108116,0.8887636503433523,0.8855182004853062,0.8121311925346507,0.43789294362068176,0.00024009999999999998
97,0.39428097384418553,0.8897632948054027,0.8871872763305289,0.8124569381287033,0.4092285633087158,0.00024009999999999998
98,0.39369652561560836,0.8900400173678156,0.8875040050030627,0.8094518477812886,0.47420966625213623,0.00024009999999999998
99,0.3935079205178929,0.8879178854226439,0.8846050243172305,0.7971056439942112,0.5668394565582275,0.00024009999999999998
100,0.39346322351824975,0.889825881172615,0.8875966219932394,0.8106916505924497,0.4029197096824646,0.00016806999999999998
101,0.38963313516742454,0.8880204717835385,0.8852360357943947,0.8046297587505229,0.5204612612724304,0.00016806999999999998
102,0.387098520339844,0.8910110339962829,0.8884716752633315,0.8097087378640777,0.5198216438293457,0.00016806999999999998
103,0.38757470113312653,0.8896060983840318,0.8862173618065624,0.8049333711369436,0.5839816331863403,0.00016806999999999998
104,0.38693242920135074,0.8918171543033122,0.8898773027816195,0.8043041606886657,0.4676927328109741,0.00016806999999999998
