epoch,loss,auroc,average_precision,f1,mcc,balanced_accuracy,threshold,learning_rate
1,0.8983425573412195,0.8790353066909972,0.8922612856193444,0.7777093596059114,0.5954216074233508,0.7945847568179896,0.5519691705703735,0.001
2,0.8184001915845047,0.8974934069060257,0.9058311558054255,0.8126243957918681,0.62726190262616,0.813665965282779,0.4272850453853607,0.001
3,0.7998008134973097,0.9024241313646743,0.911002704020105,0.8091780424048794,0.6280787913920288,0.813888297995033,0.46268266439437866,0.001
4,0.7869061584094442,0.9026701710231918,0.9127670986222403,0.8136190196653947,0.6407960732580259,0.8199479856784415,0.4711523652076721,0.001
5,0.7765417764464535,0.9092677500954685,0.9176992539495791,0.8186157517899761,0.6570487761027015,0.827334621624323,0.5447273850440979,0.001
6,0.7720512781277239,0.905591571603948,0.9136686124719418,0.8207034601086646,0.6451804941086298,0.8226303946117315,0.4733261466026306,0.001
7,0.7635711723542118,0.911141880306832,0.9186625827373763,0.8181818181818182,0.6518178728766452,0.8252375179724282,0.48015618324279785,0.001
8,0.7590689778208254,0.9097563054069777,0.9176613852764195,0.8212112431179368,0.6507105754943019,0.825247128896589,0.5064060688018799,0.001
9,0.7515315545131882,0.9128064923714891,0.9195082201780765,0.8253692441355344,0.6586345855149683,0.8292190034881247,0.5170531272888184,0.001
10,0.7447811908511273,0.913798980473165,0.9223350379280818,0.8221830985915493,0.6572243021997435,0.8281608407380164,0.5199838280677795,0.001
11,0.7378085973050365,0.9140908322035157,0.9225684426869842,0.8239085848227365,0.6600049549531867,0.8295992757207553,0.5098263621330261,0.001
12,0.7352353769642521,0.9143442402372233,0.9224656735247645,0.8303519907674553,0.6671227052554697,0.8335250178763189,0.49419307708740234,0.001
13,0.7301459610462189,0.9155164526207067,0.9238729857500172,0.8267601519135261,0.6644465617651005,0.8319100622531594,0.4695139229297638,0.001
14,0.7285707440361919,0.9138691402195391,0.9218479667303048,0.8313183649971215,0.6682693725949381,0.8341282635494809,0.48890894651412964,0.001
15,0.723708534216785,0.9120619661131628,0.9209639409071795,0.8222935512109717,0.6553505692044936,0.8273999759086168,0.5168845653533936,0.001
16,0.7230491704012016,0.9121981208721079,0.920723763885513,0.828579829461923,0.6703485172734396,0.8346382832582826,0.5535803437232971,0.001
17,0.7195866569936515,0.9130435618341232,0.9215041466799745,0.8267211201866977,0.6638417497807884,0.8316502469366781,0.5312012434005737,0.001
18,0.712550028500308,0.9121513477078587,0.9203259302309464,0.8202546639028724,0.6571056347610637,0.8277337953411366,0.5799082517623901,0.001
19,0.7116091152032217,0.9107926833956549,0.9193212736006006,0.8188512518409425,0.6522836029185616,0.8255530766490424,0.5692245960235596,0.001
20,0.7091383012423075,0.9104713581645443,0.9199974104964656,0.8278409090909091,0.657297370450152,0.8286811120992565,0.4436759650707245,0.0007
21,0.6968086890307775,0.9132085493655508,0.9220187614501294,0.82527664531159,0.6604041828053695,0.8299798683175243,0.5312493443489075,0.0007
22,0.6907115889840336,0.9120257649654905,0.9204902373522459,0.8277470125327893,0.665520911349393,0.8325133079263214,0.5806179642677307,0.0007
23,0.6852725498064096,0.9090358064590537,0.9185428256761844,0.82262363044122,0.6616456195768524,0.82999812907343,0.5665692090988159,0.0007
24,0.686495355932588,0.9091642724786702,0.9190392104778784,0.8269230769230769,0.6638150424980837,0.8316688280567224,0.5572788119316101,0.0007
25,0.6834178475969767,0.9079449665667984,0.9170755595458527,0.8201011002081475,0.6585110761089531,0.8282348448540549,0.5800731182098389,0.0007
26,0.6792124627404902,0.9102282017832749,0.9202556040456271,0.8285631685458225,0.664290267945927,0.832077292333558,0.4582568109035492,0.0007
27,0.6790190530589306,0.9074855643919104,0.91663799558375,0.8159711798258781,0.6547380999648702,0.8258218621614071,0.5579432249069214,0.0007
28,0.6780796118349914,0.9089188735484299,0.9193995918268892,0.8136928203574675,0.6545218530373045,0.8251164203280016,0.6093995571136475,0.0007
29,0.6751228999458703,0.9078799326466434,0.917644141699574,0.8181006251860673,0.6551884019408352,0.8265180134347905,0.5726943612098694,0.0007
30,0.671271192620557,0.907507028789203,0.9175555230744808,0.8193202146690519,0.6581391464675612,0.8279099956174185,0.5809047818183899,0.0007
31,0.671483711066495,0.9090213900728125,0.9193251403017711,0.8187919463087249,0.6673474874161882,0.8309534549350173,0.629580557346344,0.0007
32,0.6709459003913834,0.9064876300998767,0.9166339590118422,0.8234604105571848,0.6594696823614942,0.8293022981641853,0.5701866745948792,0.0007
33,0.6667459622683775,0.9045074593586054,0.9153249979798767,0.8146842878120412,0.6430858932610874,0.8210708619845661,0.46480268239974976,0.0007
34,0.6660251210791519,0.910701860162335,0.920186063607866,0.8253692441355344,0.6586345855149683,0.8292190034881247,0.5440430641174316,0.0007
35,0.6662756487368101,0.909009216235542,0.9193336419448237,0.8212357528494301,0.6643240434131823,0.8306475071825641,0.6094633936882019,0.0007
36,0.6659735931031197,0.9048601802753082,0.9148155504214251,0.8207822533566842,0.6525249114808087,0.8259801220459223,0.5885205864906311,0.0007
37,0.6634742520659803,0.9053086900694807,0.9150649890184246,0.8111455108359134,0.6603620990028222,0.826201814029899,0.6474919319152832,0.0007
38,0.6628117052797063,0.9069377417147426,0.9166923750349343,0.8156723063223509,0.6493069514088241,0.8237340490695344,0.6009588837623596,0.0007
39,0.6597684140664986,0.905366035250307,0.9148275423623677,0.8163024217365623,0.6484449718695248,0.8235299771131859,0.5532478094100952,0.0007
40,0.6608733163779998,0.908814114475077,0.9175241534026407,0.8227774549680419,0.6547013467982031,0.8271866133922461,0.5596539974212646,0.00049
41,0.6480587767250088,0.9083194722449325,0.9174457308488763,0.8215016067776804,0.6542474442872518,0.8268153113554991,0.5451737642288208,0.00049
42,0.6433779207099394,0.9058485036431809,0.9153001163498157,0.8190138765869501,0.6535350223173656,0.8260819978420272,0.5729448199272156,0.00049
43,0.6409573175618986,0.9035213785397034,0.9133192821544514,0.8111548954228555,0.6500311272374593,0.822842796035686,0.6070521473884583,0.00049
