source,target,label,label_evidence,raw_prediction_score,calibrated_prediction_score,threshold,predicted_label,confidence_margin_from_threshold,predictive_entropy_nats,conformal_no_interaction_p_value,conformal_interaction_p_value,conformal_prediction_set,conformal_prediction_set_size,conformal_abstain,source_nearest_train_tanimoto,target_nearest_train_tanimoto,pair_minimum_nearest_train_tanimoto,source_exactly_seen_in_training,target_exactly_seen_in_training,structural_ood_flag
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,0,unreported_twosides_sampled,0.9980791807174683,0.9894389563603144,0.5027853759154408,1,0.4866535804448736,0.05856398596138693,0.0008396305625524769,0.9135180520570949,interaction,1,False,1.0,1.0,1.0,True,True,False
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,0,unreported_twosides_sampled,0.9975379705429077,0.9873951198248019,0.5027853759154408,1,0.48460974390936107,0.06765470448063633,0.0008396305625524769,0.9076406381192276,interaction,1,False,1.0,1.0,1.0,True,True,False
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0,unreported_twosides_sampled,0.997037410736084,0.9856205725675645,0.5027853759154408,1,0.4828351966521237,0.07527245351584008,0.0008396305625524769,0.9026028547439127,interaction,1,False,1.0,1.0,1.0,True,True,False
C1CN1P(=S)(N2CC2)N3CC3,[O-]S(=O)(=O)[O-],0,unreported_twosides_sampled,0.9968414306640625,0.984950511634738,0.5027853759154408,1,0.4821651357192972,0.07808951521055826,0.0008396305625524769,0.9000839630562553,interaction,1,False,1.0,1.0,1.0,True,True,False
CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,0,unreported_twosides_sampled,0.9953635931015015,0.9802381905978347,0.5027853759154408,1,0.47745281468239387,0.09711066529880195,0.0008396305625524769,0.8790931989924433,interaction,1,False,1.0,1.0,1.0,True,True,False
CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,0,unreported_twosides_sampled,0.9950673580169678,0.9793519795800487,0.5027853759154408,1,0.4765666036646079,0.10055049132745814,0.0016792611251049538,0.871536523929471,interaction,1,False,1.0,1.0,1.0,True,True,False
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(OC3=CC=CC=C3C2=O)O,0,unreported_twosides_sampled,0.9950454235076904,0.9792870090551843,0.5027853759154408,1,0.4765016331397435,0.10080112596718843,0.0016792611251049538,0.871536523929471,interaction,1,False,1.0,1.0,1.0,True,True,False
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0,unreported_twosides_sampled,0.994570791721344,0.9779016232721505,0.5027853759154408,1,0.47511624735670965,0.10609695040792176,0.0016792611251049538,0.8706968933669186,interaction,1,False,1.0,1.0,1.0,True,True,False
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,0,unreported_twosides_sampled,0.994417667388916,0.9774626045058874,0.5027853759154408,1,0.4746772285904466,0.10775635892771629,0.0025188916876574307,0.8690176322418136,interaction,1,False,1.0,1.0,1.0,True,True,False
CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,0,unreported_twosides_sampled,0.9944093823432922,0.9774389556115733,0.5027853759154408,1,0.47465357969613253,0.1078454974637373,0.0025188916876574307,0.8690176322418136,interaction,1,False,1.0,1.0,1.0,True,True,False
